사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-03,6호선,2637,동묘앞,149,4,"5,111",969,"5,323","4,223","10,952","8,450","15,865","22,948","13,004","19,350","12,214","17,512","14,476","18,024","17,647","18,775","18,877","21,658","21,977","20,068","25,052","18,277","26,610","18,341","27,798","18,005","23,889","19,792","14,091","15,288","10,616","10,395","8,319","9,917","6,101","9,947","2,961","8,498",439,"2,466",0,74,0,0,0,0
2024-03,6호선,2638,창신,26,1,"2,935",247,"5,218","2,214","15,674","6,312","17,304","6,396","9,669","3,978","5,771","3,726","5,212","3,344","5,436","3,824","4,854","4,260","4,247","4,240","4,978","4,681","6,418","5,659","5,761","7,728","5,406","10,039","3,680","8,250","3,202","5,532","1,960","5,228","1,355","5,272",677,"3,277",141,986,0,0,0,0,0,0
2024-03,6호선,2639,보문,21,0,"4,052",990,"8,003","4,992","23,153","11,670","34,167","20,996","19,715","10,979","12,331","8,124","11,373","8,733","12,405","8,415","12,299","9,341","11,721","8,872","12,623","10,497","15,229","12,465","16,170","17,234","19,404","25,269","9,785","19,676","7,658","12,932","7,243","13,151","6,327","12,692","3,435","9,628",652,"3,124",1,1,0,0,0,0
2024-03,6호선,2640,안암(고대병원앞),38,1,"3,151","1,422","3,748","5,953","9,661","17,424","13,214","58,260","12,293","38,184","13,917","51,940","17,751","30,178","19,153","22,811","22,092","29,497","27,412","22,840","29,292","17,389","46,389","19,420","55,723","22,905","42,334","31,238","25,777","20,996","24,363","13,856","27,832","14,053","25,616","14,118","17,067","10,428","3,243","4,233",0,102,0,0,0,0
2024-03,6호선,2641,고려대(종암),15,2,"3,617","1,019","7,357","5,292","21,756","13,295","27,666","32,740","15,754","15,735","11,254","16,499","11,738","11,884","13,129","10,378","15,151","14,275","15,096","12,444","16,037","11,607","24,056","14,423","27,262","17,311","23,713","28,853","12,638","20,535","10,420","12,935","13,402","12,408","8,949","12,233","4,042","8,680",701,"2,391",0,59,0,0,0,0
2024-03,6호선,2642,월곡(동덕여대),28,0,"6,958",798,"13,916","3,893","42,102","8,211","50,157","30,965","26,314","19,988","18,998","18,676","18,511","17,125","20,179","14,827","21,130","17,288","21,098","16,937","19,829","19,674","27,849","25,180","26,015","29,643","28,885","44,475","15,100","35,354","11,145","20,743","10,077","19,164","6,884","18,074","3,260","12,072",514,"3,522",1,0,0,0,0,0
2024-03,6호선,2643,상월곡(한국과학기술연구원),18,0,"5,490",568,"9,240","2,424","25,364","4,168","29,137","14,039","16,034","10,236","11,074","12,271","10,884","9,234","10,797","6,958","11,200","9,002","10,871","8,112","9,644","9,484","12,547","11,843","11,924","14,827","10,738","20,743","7,108","18,586","4,240","10,722","5,393","10,272","2,746","9,934","1,475","6,753",177,"2,140",0,0,0,0,0,0
2024-03,6호선,2644,돌곶이,16,1,"6,811","1,753","15,234","5,365","41,702","6,178","44,644","18,737","23,674","14,121","16,553","10,615","14,853","10,215","15,910","13,709","14,940","12,813","14,311","11,551","15,818","15,428","18,366","18,215","18,230","22,491","16,673","34,926","11,795","28,644","7,242","17,150","6,323","15,342","4,602","14,960","2,562","9,281",382,"2,910",0,0,0,0,0,0
2024-03,6호선,2645,석계,"1,136",2,"8,575","1,839","19,582","5,564","50,559","9,398","55,948","17,021","30,719","12,587","22,417","11,323","19,884","14,391","20,629","15,188","20,103","16,194","17,880","17,227","17,750","21,639","18,836","28,237","19,291","35,238","17,370","55,305","12,854","44,144","9,158","26,658","8,433","23,730","7,282","22,258","4,215","14,062",807,"4,350",3,9,0,0,0,0
2024-03,6호선,2646,태릉입구,27,0,"4,377","1,078","7,310","3,397","19,045","4,206","23,265","11,991","12,866","8,772","9,904","6,526","9,844","9,915","10,275","8,323","9,862","8,770","9,810","10,207","9,632","10,443","10,953","13,664","10,962","16,701","10,930","26,048","7,076","19,569","5,362","12,223","4,927","11,868","4,300","10,482","2,129","8,529",459,"3,677",0,12,0,0,0,0
2024-03,6호선,2647,화랑대(서울여대입구),18,0,"6,833","1,146","22,653","3,629","60,679","9,181","57,116","20,328","29,346","15,447","19,876","11,291","18,122","10,978","18,715","9,346","18,616","11,118","16,898","11,013","19,076","13,763","23,552","17,279","22,696","25,022","18,903","37,287","9,568","32,608","6,157","20,135","5,105","18,407","3,583","17,052","1,365","11,615",148,"4,237",0,41,0,0,0,0
2024-03,6호선,2648,봉화산(서울의료원),17,0,"5,657",823,"16,078","2,887","49,169","6,084","41,296","13,748","21,302","8,034","15,309","6,716","14,049","6,645","14,012","8,236","12,231","10,565","10,664","10,387","10,403","13,729","11,240","16,985","12,572","22,509","11,734","32,193","6,196","30,650","4,346","17,739","3,607","15,289","3,216","15,252","1,276","8,878",144,"3,199",2,216,0,0,0,0
2024-03,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-03,7호선,2711,장암,2,0,"1,848",179,"7,779","1,214","19,190","1,348","11,289","1,634","5,415","2,208","3,005","2,677","2,697","3,017","2,999","3,128","3,294","2,194","3,908","1,754","4,041","1,682","4,103","2,083","4,066","2,919","3,382","4,364","1,798","3,789","1,195","2,222",825,"1,119",453,"1,049",177,646,22,255,0,0,0,0,0,0
2024-03,7호선,2712,도봉산,79,2,"5,687",890,"18,347","4,537","49,930","8,812","39,760","15,702","22,695","17,734","14,179","16,611","13,047","13,778","13,397","13,128","12,090","13,646","11,878","13,331","13,406","15,403","15,501","18,824","13,529","23,983","12,111","35,797","5,930","38,545","4,094","24,243","2,725","20,409","2,283","17,434",873,"11,732",142,"4,796",1,120,0,0,0,0
2024-03,7호선,2713,수락산,100,7,"9,985",762,"21,166","5,005","46,956","8,315","48,352","17,793","30,099","18,361","21,718","17,666","20,234","16,380","21,045","17,443","21,429","16,337","22,061","16,299","21,455","19,816","22,645","24,620","21,000","29,223","19,424","41,305","12,625","41,746","8,714","25,273","7,023","20,932","4,773","19,255","2,235","11,840",260,"4,360",0,0,0,0,0,0
2024-03,7호선,2714,마들,6,0,"10,945","1,297","26,466","3,370","63,976","8,922","61,914","12,636","32,571","10,317","23,602","9,866","22,738","11,292","23,898","13,475","19,724","14,432","16,649","16,367","17,281","20,531","16,867","25,151","14,817","31,357","13,374","46,635","8,442","47,659","6,006","26,584","4,350","23,072","3,346","21,328","1,282","13,177",170,"4,279",0,0,0,0,0,0
2024-03,7호선,2715,노원,76,8,"7,673","4,031","19,778","9,878","52,807","26,834","67,593","55,876","42,714","50,799","35,356","38,017","37,070","38,392","42,859","41,096","41,556","44,711","41,954","44,598","46,755","49,856","51,611","56,843","55,701","64,198","61,290","82,328","41,068","67,071","37,226","36,774","30,438","30,239","28,285","26,209","13,789","16,262","2,538","4,572",0,0,0,0,0,0
2024-03,7호선,2716,중계,21,0,"9,568","2,341","25,663","4,778","63,496","19,145","65,447","29,775","36,656","15,930","25,493","12,797","23,761","15,262","26,990","15,357","23,118","15,348","20,370","16,236","18,668","20,514","25,354","23,861","23,780","32,419","19,128","48,177","11,089","47,691","8,370","27,929","8,868","24,259","6,801","22,015","2,760","13,884",461,"4,178",0,0,0,0,0,0
2024-03,7호선,2717,하계,70,1,"8,780","1,866","27,032","7,078","69,402","17,794","72,219","29,233","41,154","23,159","31,904","18,107","30,024","18,576","31,525","22,939","28,523","26,317","27,995","24,355","31,841","27,646","34,336","31,895","33,803","40,334","27,389","59,642","15,953","55,606","14,400","32,477","11,643","28,564","8,371","27,729","3,000","18,344",491,"5,725",0,1,0,0,0,0
2024-03,7호선,2718,공릉(서울과학기술대),27,0,"6,220",998,"14,863","4,207","37,103","12,977","42,647","27,024","24,842","21,026","19,109","15,930","19,323","14,058","20,939","17,304","20,934","18,740","20,105","16,928","22,476","20,508","25,937","24,644","26,663","30,148","27,423","43,402","15,654","37,791","13,171","21,843","13,263","19,478","11,673","18,476","6,264","12,390","1,034","4,263",0,0,0,0,0,0
2024-03,7호선,2719,태릉입구,153,1,"8,322","1,307","9,086","4,404","21,827","8,634","27,212","22,370","18,572","15,784","14,273","11,475","13,134","14,316","15,389","12,388","15,202","12,586","15,434","12,621","18,011","13,337","20,783","16,081","22,573","19,667","23,152","25,847","13,799","23,061","10,120","14,363","8,789","13,343","7,214","12,971","3,103","7,955",569,"3,695",2,"1,159",0,0,0,0
2024-03,7호선,2720,먹골,29,1,"7,675",682,"13,952","3,278","35,987","7,003","44,502","16,674","26,662","11,147","18,459","9,487","17,679","10,693","18,124","12,946","17,104","13,536","15,005","14,353","15,440","17,945","16,301","22,610","16,236","27,538","17,147","39,249","11,478","33,891","8,615","20,970","6,901","18,612","5,373","16,578","2,467","10,592",455,"3,045",0,153,0,0,0,0
2024-03,7호선,2721,중화,83,2,"9,166","1,220","15,216","6,309","37,250","9,530","47,612","22,648","27,541","11,406","17,665","9,970","16,891","10,040","16,574","12,390","15,838","12,247","14,134","13,619","14,816","17,482","17,262","21,885","18,419","25,540","19,500","38,218","11,852","33,588","8,407","20,828","6,647","18,583","4,983","17,389","2,218","10,418",367,"3,100",0,103,0,0,0,0
2024-03,7호선,2722,상봉,433,26,"11,350","1,485","20,519","7,440","56,098","12,893","75,016","28,481","40,405","19,406","25,005","16,620","22,956","18,514","26,087","19,981","25,688","21,854","24,003","22,581","24,786","25,551","28,256","32,400","30,861","42,929","33,648","67,675","24,743","57,808","18,825","33,560","18,652","28,139","13,798","27,557","7,330","16,766","1,235","7,662",1,32,0,0,0,0
2024-03,7호선,2723,면목,63,2,"13,884",808,"23,600","5,298","57,568","9,330","72,286","35,091","41,164","17,006","27,670","15,713","24,996","15,094","25,138","20,640","24,350","18,177","21,683","19,617","24,075","25,719","26,786","32,434","22,756","38,421","22,622","55,025","17,077","49,423","10,421","29,339","8,161","25,742","5,593","24,838","2,643","13,476",462,"4,582",0,0,0,0,0,0
2024-03,7호선,2724,사가정,33,3,"12,286","1,469","23,609","7,021","56,580","11,486","71,473","27,638","43,462","17,832","28,708","16,363","25,048","16,994","26,610","20,163","25,022","20,326","23,237","21,923","22,852","28,501","24,591","35,775","26,079","44,070","25,792","64,806","18,698","53,619","13,378","31,785","11,072","28,782","8,933","24,552","4,542","13,268",706,"4,487",0,0,0,0,0,0
2024-03,7호선,2725,용마산(용마폭포공원),22,0,"4,623",621,"11,319","2,142","24,394","4,189","29,549","9,840","17,179","6,983","10,950","6,315","9,073","5,652","9,324","6,816","9,107","7,175","7,648","7,372","7,010","10,161","8,105","12,045","7,771","14,707","7,860","22,075","5,346","19,410","3,208","11,696","2,821","11,282","2,245","10,151","1,222","6,339",172,"2,159",0,0,0,0,0,0
2024-03,7호선,2726,중곡,3,0,"6,080",663,"13,739","4,440","32,624","16,640","45,138","30,563","28,987","14,936","18,464","10,379","16,581","9,551","17,182","11,231","16,221","12,567","15,045","13,139","15,362","16,486","20,901","19,531","22,327","23,815","24,471","34,464","12,733","29,103","8,278","18,465","7,309","16,839","5,751","15,000","1,837","8,408",300,"2,708",0,0,0,0,0,0
2024-03,7호선,2727,군자(능동),70,4,"9,257",949,"15,006","6,179","38,030","10,495","57,310","28,190","39,595","18,705","24,294","13,114","21,668","12,997","21,748","13,219","22,809","15,118","20,778","16,365","21,039","19,804","23,582","23,351","28,732","29,899","35,951","43,747","22,026","34,962","18,754","21,959","18,114","19,865","14,022","17,338","7,293","10,260","1,228","3,357",1,48,0,0,0,0
2024-03,7호선,2728,어린이대공원(세종대),16,0,"3,396",919,"7,994","7,299","20,510","17,368","33,600","86,180","26,263","47,562","19,917","54,606","22,110","40,526","24,684","30,334","30,073","37,474","34,990","31,653","37,120","24,015","50,885","24,418","62,014","28,763","55,438","37,738","30,381","27,192","24,191","18,594","25,568","16,757","22,541","16,494","12,548","11,822","2,170","3,430",1,9,0,0,0,0
2024-03,7호선,2729,건대입구,73,1,"4,238","1,137","5,391","8,157","14,205","19,936","19,838","44,558","16,268","31,900","15,008","30,414","17,368","24,280","19,709","26,371","23,040","27,986","26,415","25,345","31,702","24,732","36,601","26,205","45,592","33,746","39,243","43,044","27,335","28,421","29,705","16,128","24,984","13,528","21,691","11,325","11,050","6,780","1,770","3,321",0,205,0,0,0,0
2024-03,7호선,2730,자양(뚝섬한강공원),9,0,"5,268",610,"10,062","4,173","22,712","7,904","33,110","16,842","22,822","9,238","15,030","8,282","13,600","9,508","12,132","12,701","12,082","15,256","12,251","17,995","14,324","21,977","17,796","24,542","20,959","27,103","22,717","35,612","17,856","24,981","15,077","16,118","14,151","14,932","10,172","12,494","4,779","6,327",513,"1,923",0,1,0,0,0,0
2024-03,7호선,2731,청담,45,0,"2,525","4,590","6,667","31,572","11,843","61,306","16,197","139,698","13,992","91,714","13,874","38,186","16,743","23,880","20,589","24,276","21,751","25,342","25,894","22,219","33,385","19,765","44,237","20,831","69,505","21,245","106,307","21,737","53,054","15,776","31,353","10,468","29,172","9,701","22,183","7,321","5,700","4,238",853,"2,858",0,0,0,0,0,0
2024-03,7호선,2732,강남구청,13,0,"1,808","1,631","4,131","16,607","7,624","35,439","10,969","101,934","9,810","99,573","9,872","43,244","11,882","25,197","14,971","22,520","18,155","23,745","21,960","20,355","27,901","18,854","34,015","18,893","50,876","20,000","87,430","21,719","53,770","13,970","34,388","9,183","32,014","7,071","22,513","5,994","9,461","4,135","1,635","1,869",0,0,0,0,0,0
2024-03,7호선,2733,학동,3,0,"1,986","1,680","5,057","25,213","9,588","56,157","12,405","172,723","11,987","138,935","12,340","59,530","15,589","32,668","20,784","27,460","24,995","31,183","30,422","26,240","39,186","20,860","48,437","20,551","85,281","21,736","156,785","22,368","77,624","14,119","41,498","8,826","35,628","8,173","26,189","6,217","9,881","3,992","1,523","1,321",0,0,0,0,0,0
2024-03,7호선,2734,논현,14,0,"2,781","1,178","4,312","16,037","9,387","40,921","14,062","101,951","12,920","86,114","12,107","35,799","13,979","23,179","15,824","22,712","18,375","23,917","21,520","21,731","26,911","20,942","32,931","23,491","58,555","28,202","95,082","35,028","52,263","20,134","35,463","11,578","37,721","10,440","34,079","7,830","17,151","5,679","2,869","2,512",0,1,0,0,0,0
2024-03,7호선,2735,반포,1,0,930,"1,373","3,041","15,311","9,489","11,962","12,030","18,493","9,209","16,436","6,919","10,874","7,209","10,582","8,801","10,298","9,314","10,399","10,070","9,607","12,729","9,581","20,871","10,377","19,491","10,575","18,735","12,644","12,839","8,000","9,779","5,186","9,973","4,551","7,360","4,517","2,279","2,698",280,784,0,0,0,0,0,0
2024-03,7호선,2736,고속터미널,28,6,"1,236","2,587","3,673","21,701","11,986","38,336","19,063","50,334","25,044","36,551","24,917","32,081","28,354","29,426","29,152","26,242","29,440","29,515","31,092","27,324","40,116","22,690","43,757","23,512","57,761","25,051","52,880","26,934","35,152","16,670","36,360","10,234","33,949","9,823","26,220","6,156","7,235","3,506",648,746,0,9,0,0,0,0
2024-03,7호선,2737,내방,4,1,"2,320","1,982","8,028","13,517","19,351","25,790","29,090","80,588","22,884","45,799","17,459","21,928","16,776","16,428","18,720","17,427","20,274","19,091","20,624","17,741","22,214","18,521","28,588","20,427","42,662","25,967","68,298","33,022","28,656","21,826","20,173","14,060","18,750","12,388","13,489","10,725","4,620","6,558",721,"3,233",1,198,0,0,0,0
2024-03,7호선,2738,이수,31,0,"4,632","1,985","9,952","13,205","28,809","14,591","44,433","42,201","30,222","28,490","21,925","22,010","21,119","21,852","23,683","21,390","25,871","23,963","26,071","23,947","27,086","26,256","32,307","31,599","35,535","42,618","44,580","58,515","27,566","39,361","26,524","21,628","28,022","18,001","25,558","15,779","13,104","9,589","1,971","2,803",1,25,0,0,0,0
2024-03,7호선,2739,남성,17,0,"6,217","1,008","14,546","3,992","38,950","7,410","56,178","17,483","35,360","14,049","21,348","12,992","19,482","12,753","19,900","12,606","19,705","14,613","16,491","15,530","16,045","19,362","17,077","23,134","16,244","30,028","17,064","45,058","11,487","32,658","9,034","21,967","8,441","19,140","5,609","17,831","2,412","10,232",392,"3,094",0,3,0,0,0,0
2024-03,7호선,2740,숭실대입구(살피재),10,1,"6,169",983,"13,584","4,098","39,283","8,687","51,287","45,862","32,981","26,379","23,787","41,489","22,316","28,914","23,191","19,925","25,692","25,797","27,798","24,316","27,012","22,861","39,946","28,414","44,081","34,436","29,456","52,255","18,737","37,404","17,798","24,218","18,452","22,046","14,983","21,497","8,657","14,943","1,544","4,362",0,1,0,0,0,0
2024-03,7호선,2741,상도,7,1,"5,661","1,401","12,713","4,484","35,044","8,808","45,052","28,964","30,365","19,597","20,098","22,033","18,526","17,906","20,520","17,670","19,489","17,360","19,509","18,847","21,394","18,903","23,786","22,412","26,970","29,413","26,422","45,234","14,693","30,829","12,623","20,820","13,438","18,887","9,972","17,787","5,562","12,844","1,100","3,221",0,0,0,0,0,0
2024-03,7호선,2742,장승배기,14,2,"6,146","1,725","11,521","7,593","27,822","8,568","39,822","17,496","26,075","13,428","16,995","9,947","15,158","10,639","15,364","11,672","15,081","13,089","13,953","13,018","13,787","15,309","16,719","18,155","16,395","22,356","16,496","32,965","8,985","24,125","6,939","15,546","6,447","14,373","4,899","12,799","1,943","8,576",443,"2,836",0,0,0,0,0,0
2024-03,7호선,2743,신대방삼거리,43,1,"9,430",754,"19,340","5,039","53,372","10,193","77,427","18,670","44,646","16,007","26,933","14,097","23,934","14,094","24,910","16,322","22,752","18,216","20,692","19,989","19,780","23,908","22,522","28,612","21,040","38,950","22,083","61,423","13,015","46,731","10,755","28,990","9,616","27,390","7,764","23,272","3,764","15,290",690,"5,364",0,0,0,0,0,0
2024-03,7호선,2744,보라매,9,0,"3,967",704,"6,691","3,045","17,844","9,937","25,514","21,410","15,803","9,720","10,201","7,899","9,725","8,515","10,462","9,617","10,530","9,223","10,406","9,211","10,863","10,571","12,363","12,717","13,903","17,084","17,763","24,844","8,379","18,219","7,560","11,498","6,580","10,770","5,478","9,688","2,226","6,281",302,"2,242",0,11,0,0,0,0
2024-03,7호선,2745,신풍,281,13,"13,453","1,798","15,709","6,723","40,842","12,392","49,623","20,198","30,069","12,988","18,952","11,156","16,764","10,922","17,877","11,740","16,420","13,063","14,547","13,762","16,020","17,484","18,946","21,705","18,694","28,887","18,118","39,443","11,277","29,955","7,931","19,061","7,029","17,908","4,982","15,544","1,993","8,651",356,"2,981",5,373,0,0,0,0
2024-03,7호선,2746,대림(구로구청),43,1,"13,615",783,"8,760","3,623","16,838","7,633","23,427","19,959","18,156","15,483","13,833","19,876","14,280","21,458","15,857","17,642","17,512","17,782","19,037","16,949","20,146","17,759","20,409","20,395","21,839","26,199","21,546","25,119","15,042","17,175","11,465","12,520","9,027","13,955","7,013","10,985","3,655","5,545",399,"1,256",0,2,0,2,0,0
2024-03,7호선,2747,남구로,188,3,"19,594","1,485","15,865","7,706","30,576","31,954","34,843","90,703","24,863","43,679","17,221","19,627","15,513","15,542","16,875","14,626","16,583","15,853","15,215","15,229","17,355","18,267","21,214","25,895","43,632","32,185","69,161","31,840","30,185","23,695","17,193","16,317","12,144","17,606","7,716","15,202","3,487","8,100",433,"2,014",0,0,0,0,0,0
2024-03,7호선,2748,가산디지털단지,851,3,"7,613","5,338","10,728","28,245","24,759","140,102","29,445","381,219","21,424","215,240","20,074","61,699","24,717","36,645","31,394","34,178","36,451","36,929","43,160","32,451","54,672","29,736","78,914","28,604","212,173","30,820","299,881","36,437","122,377","25,961","69,918","16,246","51,776","13,991","29,250","12,751","12,378","8,792","1,455","2,880",1,1,1,0,0,0
2024-03,7호선,2749,철산,36,0,"10,661","5,670","31,051","13,228","88,320","16,789","86,789","33,729","51,750","26,637","35,176","21,110","31,702","20,933","33,363","23,125","29,553","26,412","26,705","27,217","27,765","32,817","33,950","41,512","36,475","60,942","38,506","91,193","21,469","72,377","18,686","41,843","18,448","36,366","15,715","32,665","6,902","20,469","1,111","5,502",0,1,0,0,0,0
2024-03,7호선,2750,광명사거리,135,0,"19,606","5,610","29,051","12,452","75,682","16,483","83,438","24,701","45,898","22,308","31,915","24,088","29,893","27,677","32,557","30,909","32,900","32,850","32,054","33,498","32,645","38,872","37,466","42,967","37,326","54,517","33,812","77,208","23,670","59,968","16,520","33,889","11,885","29,825","9,203","24,902","4,052","15,603",636,"4,393",0,33,0,0,0,0
2024-03,7호선,2751,천왕,22,0,"8,544","1,006","19,005","6,084","53,364","10,222","59,108","18,163","32,802","8,410","20,011","7,044","16,439","8,228","17,027","11,187","15,322","12,514","13,461","13,992","15,107","17,683","16,276","22,788","15,586","30,657","15,178","45,912","7,531","37,921","5,359","22,371","4,348","19,297","3,106","17,136","1,276","10,478",269,"2,751",0,174,0,0,0,0
2024-03,7호선,2752,온수(성공회대입구),130,1,"8,499",732,"18,326","3,708","44,152","11,758","51,330","21,807","23,184","16,019","13,892","7,857","12,571","8,726","13,820","8,953","12,570","10,550","11,937","11,014","14,400","12,722","18,987","15,660","19,165","22,167","15,035","37,864","6,906","28,819","5,330","18,211","5,042","15,364","3,447","14,055","1,975","9,401",270,"4,841",3,920,0,0,0,0
2024-03,7호선,2753,까치울,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,7호선,2755,춘의,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,8호선,2811,암사,25,0,"15,829",774,"29,162","4,880","83,028","8,623","106,477","19,299","54,473","13,920","32,520","12,262","27,533","14,542","29,080","17,133","26,213","19,880","21,796","22,604","20,694","28,082","22,702","35,971","22,975","47,168","22,058","73,179","13,623","59,348","10,826","35,487","8,232","29,216","5,320","31,558","2,083","16,364",440,"4,296",0,695,0,0,0,0
2024-03,8호선,2812,천호(풍납토성),69,0,"10,560","1,901","16,887","13,034","42,590","15,072","58,283","29,394","35,053","24,976","21,936","19,408","21,305","21,077","22,979","23,421","23,259","25,818","23,057","27,484","24,739","31,764","28,324","35,653","31,946","48,788","33,739","69,883","21,690","48,365","18,173","30,210","13,776","25,759","10,036","22,634","4,772","12,444",990,"4,043",1,199,0,0,0,0
2024-03,8호선,2813,강동구청,27,0,"5,309",813,"12,305","5,953","32,330","15,295","42,278","32,540","25,517","14,907","17,335","11,014","15,109","10,783","15,293","12,066","15,412","14,051","14,611","13,860","14,522","16,450","17,469","20,613","20,488","24,904","26,831","37,692","11,652","27,702","8,519","17,665","7,399","17,121","5,359","14,330","1,876","8,171",436,"2,438",1,8,0,0,0,0
2024-03,8호선,2814,몽촌토성(평화의문),4,0,"1,571","2,631","4,391","7,661","13,510","9,724","20,266","27,892","12,695","14,264","8,569","9,859","8,209","9,005","9,132","9,264","9,419","9,862","10,627","8,617","11,307","9,598","16,743","11,553","18,155","13,645","24,017","18,625","10,613","15,012","8,213","8,685","8,378","8,495","6,364","7,423","2,831","4,262",445,"1,339",1,0,0,0,0,0
2024-03,8호선,2815,잠실(송파구청),18,0,"1,521","2,823","4,468","12,399","9,787","33,570","14,350","82,847","10,923","49,045","10,940","36,193","14,795","38,055","18,080","36,113","22,182","38,115","28,112","35,711","36,358","34,425","42,815","37,171","53,235","41,677","73,953","46,849","46,226","24,903","42,624","14,374","39,991","10,397","29,097","7,846","10,114","4,420","1,656","1,566",1,73,0,0,0,0
2024-03,8호선,2816,석촌,2,0,"2,457",771,"5,922","4,270","16,983","8,639","25,625","21,107","14,831","20,277","11,182","14,104","11,090","14,996","12,669","16,146","13,232","16,767","12,960","16,655","14,082","17,511","15,827","18,986","18,130","24,748","20,481","32,290","12,979","20,722","11,756","13,471","12,134","10,840","9,578","9,624","3,867","5,761",569,"2,256",2,46,0,0,0,0
2024-03,8호선,2817,송파,6,2,"3,374",776,"9,995","7,349","31,431","12,272","38,409","20,289","23,981","11,727","17,549","9,369","15,890","9,333","16,140","10,735","14,936","12,667","13,439","14,341","15,686","16,595","17,958","19,817","17,165","24,474","18,656","32,540","10,701","25,569","7,791","15,708","5,647","14,820","4,920","13,904","1,834","6,902",278,"1,957",0,193,0,0,0,0
2024-03,8호선,2818,가락시장,210,2,"3,488","2,626","5,706","7,243","11,733","14,778","15,070","39,123","12,108","16,819","10,518","12,381","11,303","11,920","11,886","12,392","12,461","12,773","13,838","12,481","15,133","12,738","15,868","15,665","19,543","17,455","27,168","22,054","13,258","15,668","11,676","10,214","11,385","9,105","9,427","7,293","4,140","4,431",940,"2,254",1,463,0,0,0,0
2024-03,8호선,2819,문정,8,0,"2,525","3,573","8,118","12,389","24,820","57,531","34,319","170,436","21,438","79,267","17,721","30,413","19,536","21,153","22,123","20,450","25,489","23,522","28,059","20,773","29,888","21,254","36,085","23,118","85,373","27,049","122,458","39,813","44,861","27,902","30,706","16,444","26,244","15,215","19,932","13,446","7,130","7,677","1,112","1,800",0,0,0,0,0,0
2024-03,8호선,2820,장지,15,1,"6,779","2,847","18,523","11,737","47,428","27,680","55,675","46,502","34,485","29,643","23,036","20,233","20,716","20,806","22,475","21,438","23,151","20,875","22,645","23,289","28,129","25,898","34,313","28,869","47,210","36,306","48,461","50,668","26,281","34,827","22,943","22,492","17,586","18,537","9,569","17,213","3,325","9,486",555,"2,240",0,0,0,0,0,0
2024-03,8호선,2821,복정,27,0,"4,721","2,144","10,802","7,926","29,424","11,104","37,741","19,917","23,303","15,794","15,230","10,829","12,200","7,902","15,451","9,843","13,411","9,389","12,631","9,751","14,101","11,988","18,792","14,779","24,297","21,385","24,131","29,879","12,986","22,196","8,940","14,428","7,422","13,210","6,134","12,072","2,534","4,924",547,"1,174",0,0,0,0,0,0
2024-03,8호선,2822,산성,17,0,"5,004",558,"10,745","2,019","30,996","3,115","33,506","9,571","17,473","6,099","11,711","5,366","9,948","4,908","9,623","5,655","8,763","6,338","7,845","7,531","8,758","9,966","9,039","12,605","9,043","17,279","6,982","27,870","3,956","23,855","2,841","15,017","2,223","13,322","1,583","12,952",725,"7,132",180,"2,445",1,5,1,1,0,0
2024-03,8호선,2823,남한산성입구(성남법원.검찰청),68,5,"10,691","1,532","21,529","4,942","56,526","11,413","66,816","30,151","34,872","30,126","23,403","14,344","21,284","11,433","23,296","15,239","20,500","16,473","19,621","14,545","21,734","19,502","26,537","25,565","27,949","30,991","23,290","47,226","11,440","36,705","7,873","24,826","6,353","22,740","4,269","21,175","1,674","11,857",261,"4,071",0,0,0,0,0,0
2024-03,8호선,2824,단대오거리,38,0,"9,698","1,552","19,340","6,203","50,184","11,171","57,188","22,065","29,248","12,302","19,988","9,262","17,729","10,223","19,482","11,993","17,897","12,246","15,859","14,654","16,598","19,366","20,576","24,639","22,204","30,775","22,898","46,767","11,221","38,357","8,153","23,445","6,422","21,275","4,419","20,925","2,105","11,588",423,"3,312",0,8,0,0,0,0
