사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-03,8호선,2825,신흥,7,0,"3,813",500,"7,167","2,130","18,507","3,774","23,908","6,905","12,731","4,493","8,394","5,255","7,586","5,629","7,669","7,508","7,480","9,143","7,755","8,997","8,788","10,538","10,772","13,102","9,852","14,720","9,036","20,800","5,452","17,090","4,300","11,057","3,555","9,481","2,495","8,183","1,010","5,107",211,"1,345",0,215,0,0,0,0
2024-03,8호선,2826,수진,8,0,"4,294",565,"6,765","2,355","16,604","6,148","22,543","12,827","13,592","6,925","9,306","6,645","9,307","6,892","9,850","7,194","10,003","8,651","8,751","8,299","9,940","9,349","13,272","11,254","10,385","11,640","8,640","16,933","5,348","13,491","4,343","8,964","3,794","8,190","2,992","7,304","1,134","5,379",249,"1,137",2,235,0,0,0,0
2024-03,8호선,2827,모란,22,0,"2,379",602,"3,280","3,451","9,086","4,893","10,881","11,300","7,413","6,410","6,829","6,461","8,090","7,198","9,569","7,665","10,410","7,900","10,640","7,367","12,160","8,131","15,483","9,352","13,048","8,969","12,178","11,187","7,479","6,956","5,598","4,547","5,166","4,397","4,223","3,765","2,490","2,371",610,"1,447",0,358,0,0,0,0
2024-03,8호선,2828,남위례,7,2,"1,691","1,044","6,816","3,992","22,017","9,031","25,584","25,930","14,850","11,667","10,514","7,505","9,044","6,717","9,683","7,878","10,027","9,340","9,620","8,867","12,654","10,430","15,609","13,064","16,772","16,951","18,599","25,234","8,711","19,763","7,198","11,499","7,370","10,214","5,517","9,157","2,133","5,885",609,"1,670",0,0,0,0,0,0
2024-03,9호선,4101,개화,3,2,"2,049",138,"7,186","2,788","15,652","3,502","11,262","5,034","4,696","3,019","2,807","2,167","2,742","2,300","2,436","2,103","2,504","2,185","2,737","2,231","3,132","2,340","4,267","2,454","6,297","3,708","6,006","6,889","2,258","5,793","1,371","2,985","1,568","2,131",556,"1,962",314,"1,201",73,408,7,49,5,5,0,0
2024-03,9호선,4102,김포공항,18,1,751,"2,482","3,136","14,803","11,453","16,759","12,466","19,424","8,173","18,048","8,466","20,782","11,321","22,422","11,865","23,755","13,654","23,866","16,379","23,866","19,590","22,145","16,420","24,705","18,852","28,959","21,691","26,647","16,679","16,775","14,370","6,525","12,394","3,885","11,178","3,129","4,160","2,190",134,"1,496",1,132,0,0,0,0
2024-03,9호선,4103,공항시장,2,0,"3,401",221,"4,927","1,171","9,578","2,147","12,089","4,403","6,787","3,369","5,429","3,075","4,751","3,459","5,387","4,127","4,864","4,285","4,635","4,733","4,659","5,805","4,825","6,918","4,764","7,982","4,549","12,412","3,196","9,429","2,718","6,826","2,399","6,300","1,709","5,897",894,"3,916",191,"1,341",0,107,0,0,0,0
2024-03,9호선,4104,신방화,13,0,"5,125",556,"12,182","2,749","29,753","6,320","29,183","12,645","15,741","8,382","12,154","6,645","11,490","6,781","12,038","7,719","10,996","9,086","10,112","10,129","11,580","11,931","11,927","14,252","10,725","17,477","11,207","25,812","7,037","22,311","5,167","14,013","3,974","11,740","3,011","12,169","1,185","6,855",193,"2,328",0,1,0,0,0,0
2024-03,9호선,4105,마곡나루(서울식물원),22,0,"4,958","1,611","10,638","16,240","30,299","23,124","30,865","56,126","17,206","24,066","13,140","15,132","13,845","13,303","16,312","13,989","17,337","15,807","17,262","15,241","20,325","16,765","27,795","19,171","44,449","25,873","49,270","38,872","24,113","30,897","19,546","18,110","18,006","17,709","14,855","14,941","7,067","10,933",940,"3,431",0,348,0,0,0,1
2024-03,9호선,4106,양천향교,5,0,"4,615","1,258","11,152","10,255","32,409","13,514","32,446","42,771","16,986","17,898","12,734","11,038","13,468","8,434","14,864","9,746","14,200","11,555","13,546","10,506","15,279","12,203","19,199","14,333","25,057","18,967","33,964","29,509","12,791","27,059","8,630","16,526","7,038","16,797","5,133","14,159","2,205","10,426",402,"2,529",1,187,0,0,0,0
2024-03,9호선,4107,가양,146,1,"16,406","1,729","28,817","9,082","81,538","30,829","80,759","54,091","46,872","32,120","35,858","20,709","34,391","21,563","36,681","23,886","34,228","26,320","29,913","29,279","31,920","34,891","36,977","41,172","44,544","49,192","52,303","76,281","24,561","65,417","18,365","40,600","16,003","35,203","11,782","32,430","4,495","20,555",637,"5,909",0,218,0,0,0,0
2024-03,9호선,4108,증미,0,0,"2,730",562,"7,959","2,547","23,793","11,486","25,655","48,083","14,058","18,129","9,980","7,022","9,535","6,223","9,655","6,444","9,546","6,866","8,418","7,843","8,695","8,413","10,088","10,042","22,216","12,895","37,149","21,363","11,262","16,342","6,160","9,840","5,213","8,841","2,830","8,781","1,142","4,845",172,"1,580",1,0,0,0,0,0
2024-03,9호선,4109,등촌,11,0,"6,558","1,013","15,752","3,547","50,308","8,728","58,302","18,372","28,333","12,323","19,730","11,372","18,610","11,248","19,305","13,148","18,070","14,294","16,534","16,096","16,151","19,687","17,103","22,297","18,587","31,922","19,110","48,152","10,818","38,931","8,492","22,348","6,973","19,390","5,353","16,703","2,237","9,875",386,"3,000",0,1,0,0,0,0
2024-03,9호선,4110,염창,21,1,"13,214",866,"28,350","4,796","80,953","8,849","85,782","20,720","50,215","13,308","32,392","11,382","27,476","12,509","27,274","14,454","24,918","17,764","20,973","19,618","19,858","26,176","21,404","31,897","23,866","48,451","25,481","74,147","14,360","62,147","11,225","41,267","10,054","34,918","7,668","35,555","2,977","20,510",417,"6,209",2,317,0,0,0,0
2024-03,9호선,4111,신목동,4,0,"2,871",407,"6,555","2,007","22,716","3,616","20,349","6,838","10,405","3,792","7,460","3,023","6,272","3,216","6,239","3,559","5,500","4,853","5,201","4,813","5,192","5,496","6,392","8,046","7,021","9,494","6,304","15,668","3,222","12,157","2,299","7,738","2,011","7,397","1,797","6,105",664,"4,417",141,"1,180",0,117,0,0,0,0
2024-03,9호선,4112,선유도,3,0,"2,142","1,318","6,655","4,351","23,078","15,180","27,781","41,871","13,858","21,169","10,598","9,033","10,344","8,432","11,073","8,763","10,697","8,918","10,011","9,716","12,084","9,816","14,435","11,083","26,927","14,079","38,151","23,237","14,427","17,214","8,314","11,031","6,968","9,411","5,129","9,118","2,145","5,365",326,"1,660",0,11,0,0,0,0
2024-03,9호선,4113,당산,85,1,"9,080","1,571","18,714","7,363","56,881","16,266","65,688","45,816","39,214","24,177","29,370","17,859","28,326","19,172","30,977","20,890","28,446","23,832","27,165","22,957","27,541","28,026","30,526","34,770","39,976","49,134","49,815","70,240","25,743","54,987","21,808","36,937","20,912","35,835","17,302","32,840","7,999","21,777","1,311","5,504",2,323,0,0,0,0
2024-03,9호선,4114,국회의사당,0,0,977,"2,029","2,454","10,266","5,340","46,236","7,865","147,791","8,302","66,832","10,352","28,537","13,906","21,416","16,888","19,929","19,798","21,708","24,964","18,535","26,416","13,303","34,723","12,724","71,315","15,800","102,567","13,846","38,746","8,974","25,276","5,708","23,714","5,204","15,790","4,568","4,504","3,014",892,972,0,1,0,0,0,0
2024-03,9호선,4115,여의도,45,0,"3,110","2,833","4,693","23,969","9,585","141,716","11,895","169,675","11,820","81,443","15,416","40,775","22,532","39,699","25,407","39,205","32,089","42,476","37,652","38,007","48,350","33,779","66,269","32,002","156,954","32,554","156,736","34,107","81,068","19,632","68,332","10,487","50,209","9,128","27,731","7,993","9,302","5,113","1,319","1,429",0,314,0,0,0,0
2024-03,9호선,4116,샛강,6,0,"1,238",943,"2,458","4,308","5,693","16,119","7,000","38,757","5,561","15,058","5,892","9,549","6,935","8,903","7,522","8,644","8,670","8,936","9,498","7,717","11,019","7,628","13,131","8,760","21,841","11,068","31,613","13,232","13,409","9,007","11,682","4,698","10,575","4,082","7,861","3,715","3,639","2,387",752,821,0,25,0,0,0,0
2024-03,9호선,4117,노량진,414,2,"18,112","1,732","25,342","12,048","67,098","36,986","90,784","57,983","52,355","40,607","36,032","26,255","35,004","29,843","37,917","32,543","40,575","35,237","35,876","34,358","36,395","37,542","40,525","45,230","51,833","64,860","51,043","92,411","32,610","62,213","31,721","43,622","36,813","41,733","38,799","41,071","12,462","22,961","1,333","6,521",0,3,0,0,0,0
2024-03,9호선,4118,노들,15,0,"3,899",270,"6,184","1,353","18,476","2,214","22,171","4,315","13,379","3,437","9,783","3,523","7,790","3,743","8,135","4,857","7,816","5,271","6,760","6,383","6,016","7,971","6,977","9,597","7,685","12,150","7,383","17,212","5,220","12,312","3,895","8,796","2,932","7,517","1,986","7,162",838,"4,144",193,"1,302",0,0,0,0,0,0
2024-03,9호선,4119,흑석(중앙대입구),12,0,"3,649",972,"6,706","5,162","20,135","12,418","24,255","30,756","16,775","18,898","14,020","20,832","15,145","16,313","17,506","16,877","18,122","15,672","19,173","16,049","21,814","15,503","24,995","17,373","29,467","24,261","23,343","31,516","14,221","21,174","12,804","15,294","13,299","12,330","12,030","12,222","6,290","7,796","1,312","2,627",0,38,0,0,0,0
2024-03,9호선,4120,동작(현충원),25,0,974,284,"1,624","1,817","4,142","1,865","4,936","3,491","3,475","2,679","2,948","3,785","3,067","2,981","4,508","2,848","4,153","3,175","3,605","2,929","3,769","2,726","4,245","2,576","4,220","3,203","4,038","4,200","1,873","2,720","1,483","1,900","1,404","1,888","1,064","1,767",451,"2,299",84,523,1,266,0,0,0,0
2024-03,9호선,4121,구반포,0,0,238,555,525,"4,590","1,608","3,025","2,088","4,095","1,272","3,394","1,198","1,858","1,438","1,432","1,629","1,676","1,835","1,707","1,830","1,525","2,202","1,478","4,450","1,532","5,575","1,903","4,228","2,411","2,016","1,392","1,486",822,"1,095",732,833,729,215,421,53,196,0,2,0,0,0,0
2024-03,9호선,4122,신반포,3,0,862,559,"2,445","7,345","8,856","9,725","11,258","11,117","7,642","7,420","6,028","6,583","5,778","5,045","6,789","5,450","7,481","6,666","6,487","6,812","9,381","6,489","12,145","7,190","12,168","8,714","11,372","10,434","6,768","8,421","4,700","5,156","4,636","4,178","2,918","4,703",763,"2,462",169,857,0,0,0,0,0,0
2024-03,9호선,4123,고속터미널,22,0,"2,396","1,406","6,393","14,941","19,914","20,506","25,666","30,999","22,077","34,414","20,266","40,887","22,726","43,030","25,717","44,714","28,606","44,352","31,668","49,176","36,205","49,575","40,005","52,962","40,750","55,895","40,857","60,205","34,932","38,898","30,948","27,991","23,178","24,045","18,743","24,318","6,679","10,754",855,"2,099",0,8,0,0,0,0
2024-03,9호선,4124,사평,1,0,933,298,"3,240","1,992","12,396","5,862","14,501","8,197","8,871","3,839","6,899","3,620","6,165","3,565","6,758","4,776","6,586","6,273","5,916","5,804","6,830","7,260","8,728","8,005","8,204","9,437","8,667","12,493","5,078","9,390","3,270","6,816","2,471","5,953","1,933","6,321",646,"3,064",145,901,0,0,0,0,0,0
2024-03,9호선,4125,신논현,101,0,"4,323","1,629","12,743","15,619","31,595","39,719","40,612","87,926","33,598","98,743","31,579","58,154","35,630","45,807","41,819","48,327","45,554","49,705","49,354","49,788","55,386","50,003","66,338","56,249","84,315","76,579","107,165","98,399","79,999","60,838","62,007","35,417","68,528","27,679","60,533","23,012","29,881","14,355","4,601","3,746",2,663,0,0,0,0
2024-03,공항철도 1호선,4201,서울역,333,0,"3,257","1,831","4,328","15,430","12,850","23,146","16,816","34,641","18,116","32,205","21,075","26,605","28,336","26,414","30,402","24,801","29,837","24,167","23,359","20,204","33,150","23,498","33,578","23,534","40,124","26,195","40,990","25,186","32,875","22,589","24,077","15,446","26,188","12,988","19,857","10,394","11,191","5,428",189,"3,711",0,0,0,0,0,0
2024-03,공항철도 1호선,4202,공덕,90,0,"2,099",138,"2,720","1,609","6,600","4,007","7,522","11,822","4,582","6,036","4,077","4,279","4,061","4,859","3,966","5,193","4,041","5,474","3,809","4,906","3,746","5,802","4,770","7,132","7,006","9,994","10,200","14,292","4,742","9,494","3,876","6,534","3,757","6,375","3,213","6,200","1,367","4,459",93,"2,087",0,0,0,0,0,0
2024-03,공항철도 1호선,4203,홍대입구,283,19,"5,295",478,"5,713","3,817","10,903","11,062","14,750","26,821","13,719","29,248","14,697","24,725","15,795","29,152","18,032","33,877","20,546","35,136","23,267","30,331","28,113","31,572","34,929","33,460","43,365","36,836","47,106","43,424","39,237","29,644","37,290","16,853","41,295","13,771","35,593","12,593","16,041","9,387","1,411","3,117",0,0,0,0,0,0
2024-03,공항철도 1호선,4204,디지털미디어시티,198,3,"4,545",923,"9,121","8,168","23,381","31,968","23,932","87,648","14,083","40,322","10,463","15,631","11,577","12,615","12,924","12,677","13,277","13,740","13,336","11,671","15,928","12,599","20,615","14,210","49,814","21,252","82,380","30,347","33,381","20,937","21,027","12,029","18,214","10,770","16,866","9,906","6,465","6,487",836,"3,279",0,6,0,0,0,0
2024-03,공항철도 1호선,4206,마곡나루(서울식물원),16,1,"2,453","2,146","5,314","27,738","14,632","32,772","16,365","68,621","9,318","29,672","5,971","11,165","7,162","7,038","8,540","7,073","7,880","8,397","8,543","8,126","13,319","7,447","26,932","8,488","64,685","13,167","51,058","17,709","21,659","11,761","13,836","7,850","10,932","6,982","8,797","6,968","2,556","4,438",471,"3,138",0,0,0,0,0,0
2024-03,공항철도 1호선,4207,김포공항,24,1,"1,974","2,269","3,362","12,297","7,048","20,164","13,534","17,330","16,186","10,542","17,267","10,325","19,459","10,604","17,406","11,655","20,347","11,848","24,271","10,294","23,175","9,228","18,255","10,185","21,312","12,590","27,654","9,895","19,024","6,325","16,006","2,624","19,898","1,537","18,207","1,499","7,001","1,101",251,897,0,52,0,0,0,0
2024-03,공항철도 1호선,4208,계양,8,0,"14,099",887,"36,703","3,045","72,073","5,350","59,636","7,989","37,801","7,267","24,815","5,299","21,815","6,471","20,216","7,358","16,473","10,338","13,475","12,706","13,334","16,520","14,532","24,253","14,448","33,528","11,410","60,005","7,321","54,003","5,128","33,937","4,106","30,784","2,703","29,048","1,261","17,649",181,"5,330",0,0,0,0,0,0
2024-03,공항철도 1호선,4209,검암,"1,219",16,"8,328",366,"14,597","2,191","34,970","7,552","25,044","14,470","13,778","5,966","10,346","5,083","9,802","4,890","9,195","5,985","7,892","7,260","6,948","7,741","6,879","8,582","8,522","11,456","9,249","15,841","11,380","26,194","4,698","25,006","3,861","14,807","3,711","13,493","3,875","13,016","1,709","10,379",196,"4,828",0,0,0,0,0,0
2024-03,공항철도 1호선,4210,청라국제도시,120,0,"6,871",206,"17,836","4,350","34,770","7,319","22,476","18,410","13,973","5,730","10,772","3,561","11,001","3,862","10,607","4,495","9,049","5,936","7,799","6,942","8,499","7,745","10,674","11,399","14,981","16,154","19,144","25,024","6,334","24,465","4,349","15,922","3,426","15,432","2,973","16,157","1,272","9,775",182,"4,335",0,0,0,0,0,0
2024-03,공항철도 1호선,4211,운서,179,2,"15,665",878,"21,038","7,929","31,066","12,363","28,626","13,411","15,771","11,852","15,680","7,177","18,059","7,553","17,603","9,651","14,416","10,487","11,923","13,001","13,666","14,760","15,074","17,206","17,684","21,948","14,105","33,440","8,546","27,141","7,450","22,477","7,050","21,502","6,372","22,843","2,649","17,416",301,"5,798",0,0,0,0,0,0
2024-03,공항철도 1호선,4212,공항화물청사,7,0,703,854,"1,409","7,154","2,075","11,703","2,237","19,921","1,935","2,954",763,"1,578",752,"2,655","1,080","2,884","1,268","1,465","1,948","1,080","2,930","1,502","4,907","1,991","10,190","2,930","14,482","1,860","3,411","1,361","2,083","1,970","2,867","1,019","2,512",463,589,188,24,88,0,0,0,0,0,0
2024-03,공항철도 1호선,4213,인천공항1터미널,0,0,"9,323","9,814","12,796","18,146","17,040","33,760","19,318","32,128","18,135","23,907","16,059","27,006","17,051","32,571","24,581","43,517","29,132","30,785","34,110","24,158","44,061","20,096","39,161","22,701","36,336","24,579","37,900","18,656","26,389","18,883","23,332","11,526","28,961","10,081","28,191","6,609","14,627","6,239",115,"4,260",2,0,0,0,0,0
2024-03,공항철도 1호선,4215,인천공항2터미널,0,0,"5,923","6,205","7,752","12,222","7,156","18,302","9,168","17,555","8,296","10,638","5,593","9,515","6,169","12,633","9,311","17,546","9,990","13,505","15,923","10,749","16,965","9,643","19,078","9,680","23,168","11,186","24,069","6,465","12,699","3,295","13,653","2,854","13,254","2,271","10,201","1,713","2,791","1,630",1,"2,094",0,0,0,0,0,0
2024-03,공항철도 1호선,4217,영종,11,0,"3,589",185,"11,959","2,004","16,409","3,024","12,966","3,622","9,614","3,112","8,423","3,202","8,263","4,445","7,515","4,063","6,135","3,881","5,759","5,632","5,764","7,668","7,206","8,621","6,740","9,749","4,436","15,791","3,054","14,828","2,353","8,873","2,304","9,439","1,895","8,517",795,"7,384",131,"2,509",0,0,0,0,0,0
2024-03,9호선2~3단계,4126,언주,1,0,"1,335","1,372","3,066","10,301","7,631","23,128","11,056","69,053","10,553","55,136","10,788","24,600","12,804","14,910","16,339","13,430","15,231","17,520","17,065","14,605","20,462","13,064","25,469","13,506","43,835","14,620","59,560","16,171","32,174","11,650","17,790","7,711","14,305","7,834","10,160","5,855","3,803","4,225",685,"1,232",0,57,0,0,0,0
2024-03,9호선2~3단계,4127,선정릉,0,0,"1,090","1,061","4,159","6,828","8,777","20,132","10,657","58,447","8,954","46,920","7,824","22,425","8,882","13,817","10,907","13,049","11,982","14,169","13,446","12,059","14,524","11,573","18,308","11,261","32,513","13,623","53,170","15,475","29,072","10,986","15,338","8,170","13,121","7,760","10,276","7,059","3,887","4,497",702,"1,377",0,39,0,0,0,0
2024-03,9호선2~3단계,4128,삼성중앙,0,0,"1,072",689,"3,592","4,466","6,207","17,246","8,286","45,344","7,360","34,877","6,625","13,577","7,000","9,817","9,248","9,622","9,754","9,070","9,986","8,617","11,512","8,029","15,729","8,905","27,055","12,006","42,515","13,529","20,053","9,534","12,227","6,141","10,456","4,755","6,972","5,036","2,718","2,914",484,"1,086",0,1,0,0,0,0
